name,syd_n_de_dossier_cegid,syd_naf,syd_forme_juridique_sirene,syd_activite,syd_premiere_date_de_signature,syd_total_salaries,accountid
DELAFAMILLE,07732,6820B,SCI,Location de terrains et d'autres biens immobiliers,2019-10-24,0,92D077DD-DE58-EC11-8F8F-000D3ADBD6B8
MAULAVE-DUVAL,07736,6820B,SCI,Location de terrains et d'autres biens immobiliers,2019-06-21,0,94D077DD-DE58-EC11-8F8F-000D3ADBD6B8
ANJOU TRAVAUX CONSULT,07738,8299Z,SAR,Autres activités de soutien aux entreprises n.c.a.,2019-10-30,0,96D077DD-DE58-EC11-8F8F-000D3ADBD6B8
T'INQUIETE PRODUCTIONS,07739,7022Z,SAS,Conseil pour les affaires et autres conseils de gestion,2019-07-05,0,98D077DD-DE58-EC11-8F8F-000D3ADBD6B8
LX DESIGN,07740,9002Z,SSU,Activités de soutien au spectacle vivant,2019-07-05,0,9AD077DD-DE58-EC11-8F8F-000D3ADBD6B8
ATLANTIC DEVELOPPEMENT,07741,8299Z,URL,Autres activités de soutien aux entreprises n.c.a.,2021-03-29,0,9CD077DD-DE58-EC11-8F8F-000D3ADBD6B8
CHIRAC DESIGN,07742,9002Z,SSU,Activités de soutien au spectacle vivant,2019-07-05,0,9ED077DD-DE58-EC11-8F8F-000D3ADBD6B8
VILPARD,07744,6820A,SCI,Location de logements,2019-09-06,0,A0D077DD-DE58-EC11-8F8F-000D3ADBD6B8
LE RESIA,07745,5610A,SAR,Restauration traditionnelle,2021-04-13,0,A2D077DD-DE58-EC11-8F8F-000D3ADBD6B8
RK IMMOBILIER,07746,6820B,SCI,Location de terrains et d'autres biens immobiliers,2019-06-24,0,A4D077DD-DE58-EC11-8F8F-000D3ADBD6B8
LA VERSAILLAISE,07747,5320Z,SAR,Autres activités de poste et de courrier,2019-10-21,115,A6D077DD-DE58-EC11-8F8F-000D3ADBD6B8
VLV CONSEILS,07750,7022Z,SSU,,2019-10-30,0,A8D077DD-DE58-EC11-8F8F-000D3ADBD6B8
ATSC,07754,4669B,SAR,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,2019-07-01,0,AAD077DD-DE58-EC11-8F8F-000D3ADBD6B8
LES REFLETS GOURMANDS,07757,5610A,SAR,Restauration traditionnelle,2019-07-26,0,ACD077DD-DE58-EC11-8F8F-000D3ADBD6B8
DEROUET IMMOBILIER,07759,6820B,SCI,Location de terrains et d'autres biens immobiliers,2019-11-13,0,AED077DD-DE58-EC11-8F8F-000D3ADBD6B8
BBN INVEST,07773,7010Z,SARL,Activités des sièges sociaux,2019-09-05,0,B6D077DD-DE58-EC11-8F8F-000D3ADBD6B8
SARL JC VILLALARD,07778,6420Z,SAR,Activités des sociétés holding,2019-07-23,0,B8D077DD-DE58-EC11-8F8F-000D3ADBD6B8
VAXANE,07779,6820B,SCI,Location de terrains et d'autres biens immobiliers,2019-07-23,0,BAD077DD-DE58-EC11-8F8F-000D3ADBD6B8
DENISET,07782,4332A,URL,Travaux de menuiserie bois et pvc,2019-07-02,0,BCD077DD-DE58-EC11-8F8F-000D3ADBD6B8
CHEVE,07783,4619B,EIRL,Autres intermédiaires du commerce en produits divers,2019-07-02,0,BED077DD-DE58-EC11-8F8F-000D3ADBD6B8
MACHABA BOURBON,07787,6630Z,SCP,Gestion de fonds,2019-09-04,0,C2D077DD-DE58-EC11-8F8F-000D3ADBD6B8
APA IMMOBILIER,07792,6831Z,URL,Agences immobilières,2019-07-17,5,C4D077DD-DE58-EC11-8F8F-000D3ADBD6B8
LE TREIZE HEURES QUINZE,07795,1071C,SAR,Boulangerie et boulangerie-pâtisserie,2019-12-18,0,C6D077DD-DE58-EC11-8F8F-000D3ADBD6B8
L'ANTIPASTA,07801,6820B,SCI,Location de terrains et d'autres biens immobiliers,2019-11-07,0,C8D077DD-DE58-EC11-8F8F-000D3ADBD6B8
ELFMIE,07804,6820B,SCI,Location de terrains et d'autres biens immobiliers,2019-07-23,0,CAD077DD-DE58-EC11-8F8F-000D3ADBD6B8
K'RION,07818,1071C,SAR,Boulangerie et boulangerie-pâtisserie,2019-11-28,6,CCD077DD-DE58-EC11-8F8F-000D3ADBD6B8
RABAROT AUTOMOBILES,07824,4520A,URL,Entretien et réparation de véhicules automobiles légers,2020-09-30,0,CED077DD-DE58-EC11-8F8F-000D3ADBD6B8
BOISARD,07970,8690F,EIRL,Activités de santé humaine non classées ailleurs,2019-12-03,0,D4D077DD-DE58-EC11-8F8F-000D3ADBD6B8
WELIGHT,07971,9002Z,SSU,Activités de soutien au spectacle vivant,2020-02-07,0,D6D077DD-DE58-EC11-8F8F-000D3ADBD6B8
KLU,07973,6820B,SCI,,2020-02-03,0,D8D077DD-DE58-EC11-8F8F-000D3ADBD6B8
INTER RECEPTION,07974,7729Z,SAS,,2019-12-20,0,DAD077DD-DE58-EC11-8F8F-000D3ADBD6B8
LA BAGUETTE MAGIQUE 3,08688,,URL,,2021-04-20,0,DED077DD-DE58-EC11-8F8F-000D3ADBD6B8
EBT2L,08973,6420Z,SAR,Activités des sociétés holding,2021-09-24,0,E0D077DD-DE58-EC11-8F8F-000D3ADBD6B8
NATHYS,08975,4729Z,URL,Autres commerces de détail alimentaires en magasin spécialisé,2021-09-30,0,E2D077DD-DE58-EC11-8F8F-000D3ADBD6B8
ETANCHEITE TRAVAUX COUVERTURE,08980,4399A,URL,Travaux d'étanchéification,2021-08-02,0,E6D077DD-DE58-EC11-8F8F-000D3ADBD6B8
ALYNA,08985,,SCI,Location de logements,2021-09-03,0,E8D077DD-DE58-EC11-8F8F-000D3ADBD6B8
SMART MOBILITE,08986,4939B,SSU,Autres transports routiers de voyageurs,2021-10-15,0,EAD077DD-DE58-EC11-8F8F-000D3ADBD6B8
SYLVAIN MANNAERT COORDINATION,08988,,URL,,2021-09-27,0,EED077DD-DE58-EC11-8F8F-000D3ADBD6B8
DAVYDECO,08995,7410Z,URL,Activités spécialisées de design,2021-09-27,0,F0D077DD-DE58-EC11-8F8F-000D3ADBD6B8
EMERAUDE,09002,,URL,,2021-09-30,0,F2D077DD-DE58-EC11-8F8F-000D3ADBD6B8
OGS,13404,6630Z,,Holding,2025-05-15,0,2B2BC643-E765-EF11-BFE2-000D3ADDAA3C
ROMALISE,14107,6630Z,,Gestion de fonds,2025-05-09,0,EFB83963-F623-F011-8C4E-000D3ADDB2ED
KM2A,14113,6820B,,Location de terrains et d'autres biens immobiliers,2025-05-06,0,CDB80842-1B24-F011-8C4E-000D3ADDB2ED
SL2J IMMO,14141,6820B,,Location de terrains et d'autres biens immobiliers,2025-05-21,0,433C0E3F-EF2F-F011-8C4E-000D3ADDB2ED
LES FORGES 127,14074,6820B,,Location immobilière,2025-04-18,0,95F73581-AF16-F011-998A-000D3ADDB2ED
NBG,13975,66.30Z,,Activités auxiliaires de services financiers et d'assurance,2025-03-11,0,34157609-6AFE-EF11-BAE3-000D3ADDB2ED
ALEXIS LEPROUST,14019,,,Location de robots de tonte,2025-04-01,0,7980B576-8109-F011-BAE3-000D3ADDB2ED
RIVAGE SPA,14027,4752B,,"La vente de spas, piscines, objets de décoration, mobilier d'extérieur, produits , accessoires...",2025-05-16,0,A82FE034-6F0A-F011-BAE3-000D3ADDB2ED
ARSENE PRODUCTIONS,14033,9002Z,,Activités de soutien au spectacle vivant,2025-03-27,0,AFE79140-EA0A-F011-BAE3-000D3ADDB2ED
MAN ENOUGH,14035,9002Z,,Activités de soutien au spectacle vivant,2025-03-31,0,B24777AC-EC0A-F011-BAE3-000D3ADDB2ED
PAINCHAT,10783,1071C,SARL,Boulangerie et boulangerie-pâtisserie,2022-06-10,0,54854761-0E9B-EC11-B400-000D3ADDCA08
L'ATELIER D'IROISE,11200,4781Z,EURL,Commerce de détail alimentaire sur éventaires et marchés,2022-12-19,1,6A13608B-3408-ED11-82E5-000D3ADDDE37
LOIRE TECHNIQUE PLAISANCE,10697,3315Z,SARL,Réparation et maintenance navale,2023-07-18,0,C6BA3B21-6D8D-EC11-B400-000D3ADE29FE
MJPL.IMO,10713,,SCI,Location de terrains et d'autres biens immobiliers,2022-02-23,0,D39342A7-6E8E-EC11-B400-000D3ADE2A8A
MJPLF3DIMMO,10715,,SCI,Location de terrains et d'autres biens immobiliers,2022-02-23,0,267B7257-718E-EC11-B400-000D3ADE2A8A
MAROCLEM,11179,6820B,SCI,Location de terrains et d'autres biens immobiliers,2022-07-12,0,85299872-77FB-EC11-82E5-000D3ADE4087
LOIC BERGER ELECTRICITE,11180,4321A,SARL,Travaux d'installation électrique dans tous locaux,2022-08-22,1,F4C635C7-A7FB-EC11-82E5-000D3ADE4087
AB2L,11182,6820B,SCI,Location de terrains et d'autres biens immobiliers,2022-08-22,0,ECB561EA-FDFC-EC11-82E5-000D3ADE4087
JAMAISLOSANCELL,08998,6820B,sarl,Location de terrains et d'autres biens immobiliers,2021-11-16,0,7F08D696-92FE-EC11-82E5-000D3ADE4087
BESSEAU CARRELAGE,13349,4333Z,,CARRELEUR,2024-11-04,0,B018A04A-5440-EF11-8409-000D3ADE5729
L'ATELIER DE SOUFIANE,13351,4722Z,,Boucherie charcuterie,2024-07-19,7,574675F9-8242-EF11-A316-000D3ADE5729
CK COPRO,10083,6832A,,Administration d'immeubles et autres biens immobiliers,2021-12-02,0,1C36E941-6D1F-EC11-B6E6-000D3ADE625B
ATLANTIC RH,11739,7810Z,,Activités des agences de placement de main-d'œuvre,2023-03-15,1,91E6588B-A2AB-ED11-AAD0-000D3ADEA6E9
BGM FINANCE,11693,6420Z,,Prise de participation,2024-06-14,0,8DB88FF1-6DA1-ED11-AAD1-000D3ADEA6E9
KEMGEAIS,11710,70.22Z,,Conseil pour les affaires et autres conseils de gestion,2023-12-04,0,D689EA2D-D4A3-ED11-AAD1-000D3ADEA6E9
DM ALU SARL,11391,2512Z,,Fabrication de portes et fenêtres en métal,2023-10-17,6,27C73126-1C4E-EE11-BE6E-000D3ADEA6E9
KANDA,11777,7021Z,,Conseil en relations publiques et communication,2023-03-07,0,48B83DAF-90B3-ED11-83FE-000D3ADEA706
FFMS,11779,5630Z,,Débits de boissons,2023-04-21,4,38C3F45B-95B3-ED11-83FE-000D3ADEA706
THIAM Mamadou,12202,5621Z,,Services des traiteurs,2023-11-15,0,A7DD6703-F605-EE11-8F6E-000D3ADEA706
PHILIMON SERVICES PROFESSIONNELS,13026,6202A,,Conseil en systèmes et logiciels informatiques,2024-07-17,0,32F7C5A4-61D2-EE11-9079-000D3ADEA706
CHARBONNIERLD,12325,6820B,,Location de biens immobiliers,2024-09-13,0,55C2F482-AB20-EE11-9966-000D3ADEA706
GULLYVER,12346,4761Z,,Librairie,2024-03-18,2,75CDF5A6-9821-EE11-9966-000D3ADEA706
SANZ PASCUAL PRISCA,12918,5610C,,Crêperie ambulante,2024-02-05,0,52585A10-DCB6-EE11-A56F-000D3ADEA706
ENDO 72,11965,4778C,,Autres commerces de détail spécialisés divers,2024-03-14,0,A1C5F60D-99D3-ED11-A7C7-000D3ADEA706
TALENT (S) DIFFUSION,11714,4690Z,,Commerce de gros (commerce interentreprises) non spécialisé,2023-10-30,1,8877215F-DAA3-ED11-AAD1-000D3ADEA706
ROUSSIASSE MICKAEL,11796,4399C,,Travaux de maçonnerie générale et gros œuvre de bâtiment,2023-07-20,6,9A1546D9-70B7-ED11-83FF-000D3ADEA7D6
OPALINE GESTION,12616,6820B,,Location de terrains et d'autres biens immobiliers,2023-10-19,0,7E9D4816-F761-EE11-8DF0-000D3ADEA7D6
BOURRIGAULT Sonia,11963,5520Z,,Loueur en meublé non professionnel,2024-01-05,0,E9BC88FC-82D3-ED11-A7C7-000D3ADEA7D6
BRUNO ROUY LOCATION,11738,7732Z,,Location et location-bail de machines et équipements pour la construction,2023-02-24,2,4CB9849C-9FAB-ED11-AAD0-000D3ADEA7D6
ROUY BRUNO,11740,4634Z,,Commerce de gros (commerce interentreprises) de boissons,2023-02-24,1,0C7BD3ED-AAAB-ED11-AAD0-000D3ADEA7D6
VANDENDRIESSCHE LAURENT,11705,5630Z,,Débits de boissons,2023-03-28,1,602E1A7A-1DA3-ED11-AAD1-000D3ADEA7D6
PITON LEMALE,11706,4391B,,Travaux de couverture par éléments,2023-09-29,2,80050B8E-1FA3-ED11-AAD1-000D3ADEA7D6
JAVA3.0,11688,4776Z,,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces a",2023-06-16,1,EDE04BCA-99A0-ED11-AAD1-000D3ADEA893
RESINEA,13377,4331Z,,Sol Résine,2024-09-18,0,300F3619-184F-EF11-BFE2-000D3ADEFB85
SAPIC MULTISERVICES,13378,8121Z,,Tous travaux de bricolage et de rénovation,2024-09-29,2,9C2114C1-194F-EF11-BFE2-000D3ADEFB85
LE PARADIS LAUNAY,10334,,SCI,bien immobilier,2021-12-28,0,C92B886D-6948-EC11-8C62-000D3ADF5B53
SOCIETE NANTAISE DE DISTRIBUTION DE CARRELAGE,10552,4673B,SARL,Commerce de gros (commerce interentreprises) d'appareils,2022-02-08,0,983E9357-7A61-EC11-8F8F-000D3ADF7088
SCI GUSTAVE,10555,6820B,SCI,Location de terrains et d'autres biens immobiliers,2022-01-31,0,26D29AFF-B061-EC11-8F8F-000D3ADF7088
SCI 6 RUE DE L'INDUSTRIE,10559,6820B,SCI,Location de terrains et d'autres biens immobiliers,2022-01-31,0,EBCF29F1-3A62-EC11-8F8F-000D3ADF7088
DDOL-SOFTWARE,10569,6201Z,SASU,Programmation informatique,2022-01-17,1,4FB89053-0463-EC11-8F8F-000D3ADF7088
MJ2C,12677,4391A,,Travaux de charpente,2023-12-18,2,CE87215A-FB76-EE11-8179-000D3ADF74F0
BVG LV,12679,9311Z,,Gestion d'installations sportives,2023-11-14,2,FDC6280C-3A77-EE11-8179-000D3ADF74F0
SDKL,12734,5610C,,Restauration de type rapide,2024-01-15,2,4A02A50C-4E7E-EE11-8179-000D3ADF74F0
HOUSSAY CONSTANCE,12761,8690E,,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues",2023-12-15,0,BF302397-7D87-EE11-8179-000D3ADF74F0
QCJ,12762,6820B,,Location Immobilière,2024-02-19,0,DF82E9DD-8287-EE11-8179-000D3ADF74F0
SCI SOGUT,12783,6820B,,Location de terrains et d'autres biens immobiliers,2023-12-18,0,267CC053-D88A-EE11-8179-000D3ADF74F0
DELIO COMPANY,12785,7311Z,,Activités des agences de publicité,2023-12-13,0,A4B2E255-0F8D-EE11-8179-000D3ADF74F0
LMD FITNESS,12788,9313Z,,Salle de sport,2024-04-15,2,087AE0B1-2C8D-EE11-8179-000D3ADF74F0
LA CASA DEL PAPOU,12791,5610A,,Restauration,2024-03-16,2,FAEDD01E-D68D-EE11-8179-000D3ADF74F0
CHERIBET AMEL,12812,,,Médécin,2025-01-06,0,F51FFA58-2090-EE11-8179-000D3ADF74F0
MPLS,10653,6420Z,,Activités des sociétés holding,2022-01-27,0,2F018A4F-FA7A-ED11-81AD-000D3ADF74F0
BOULIDARD,11535,4391A,,Travaux de charpente,2022-12-20,3,90B4D554-3D7D-ED11-81AD-000D3ADF74F0
SCI GIBIAT-VITARD IMMOBILIER,11552,6820B,,Location de terrains et d'autres biens immobiliers,2023-04-13,0,F8F7CDFD-6580-ED11-81AD-000D3ADF74F0
C.Q.F.D.BATIMENT,11761,4334Z,,Travaux de peinture et vitrerie,2023-03-27,4,79C09568-F6B0-ED11-83FF-000D3ADF74F0
CONCEPT BOIS METAL,11788,4332B,,Travaux de menuiserie métallique et serrurerie,2023-05-31,2,91E7D6B4-A3B6-ED11-83FF-000D3ADF74F0
LATOLE,11799,6810Z,,Activités des marchands de biens immobiliers,2023-10-11,0,DF0ED6C9-7CB7-ED11-83FF-000D3ADF74F0
TIFAN,11805,6820B,,Location de terrains et d'autres biens immobiliers,2024-03-29,0,9013D69B-F8B8-ED11-83FF-000D3ADF74F0
MARCESCHE & CO,11856,6820B,,Location de terrains et d'autres biens immobiliers,2023-08-21,0,33A6D34F-2BBC-ED11-83FF-000D3ADF74F0
MIJOTE ET CIE,11857,5630Z,,Débits de boissons,2023-06-30,1,A8ADD38C-C5BC-ED11-83FF-000D3ADF74F0
Smarquis,11859,4711B,,Commerce d'alimentation générale,2023-03-23,0,E8BF7D77-04BD-ED11-83FF-000D3ADF74F0
ATLANTIQUE INFOGEO,11866,7112A,,Activité des géomètres,2023-06-30,10,2B4D7629-26BF-ED11-83FF-000D3ADF74F0
TRANSPORTS DELACOUR & CO,11879,4941A,,Transports routiers de fret interurbains,2023-06-20,0,208B70C9-47C2-ED11-83FF-000D3ADF74F0
DULUARD ALEXANDRE,11880,4399C,,Travaux de maçonnerie et gros œuvre de bâtiment,2023-03-27,0,18D16928-4BC2-ED11-83FF-000D3ADF74F0
CHANZY TAMPONS,11889,1813Z,,Activités de pré-presse,2023-04-27,8,B1C61FEA-D0C3-ED11-83FF-000D3ADF74F0
O'DELICES DE NATH & LEA,11893,1071C,,Boulangerie et boulangerie-pâtisserie,2023-04-27,5,B91D86C3-12C4-ED11-83FF-000D3ADF74F0
SOCIETE PLUMAS,12078,4322B,,Travaux d'installation d'équipements thermiques,2023-06-27,11,AFF2C5EA-7EEA-ED11-8849-000D3ADF74F0
Audit Energetique 44,12082,7120B,,"Analyses, essais et inspections techniques",2023-08-30,1,7CAEF98B-32EB-ED11-8849-000D3ADF74F0
BEAM,12086,6820B,,Location de terrains et d'autres biens immobiliers,2023-06-05,0,19D5D4B1-49EB-ED11-8849-000D3ADF74F0
SCI Eco'loger,12097,6820B,,Location de terrains et d'autres biens immobiliers,2023-05-09,0,F940AC70-6CEE-ED11-8849-000D3ADF74F0
EPP ESPACES PAYSAGES PROPRETE,12101,8121Z,,Nettoyage courant des bâtiments,2023-07-10,35,DAB7CDFC-FBEE-ED11-8849-000D3ADF74F0
ANTHONY BEGOU,12105,1082Z,,"Fabrication de cacao, chocolat et de produits de confiserie",2023-07-10,3,32FBDC6B-DAEF-ED11-8849-000D3ADF74F0
BVG EL,12107,6820B,,Activité immobilières,2024-06-27,0,CDA4D586-FCEF-ED11-8849-000D3ADF74F0
ROUSSE BERNARD,12113,4334Z,,Travaux de peinture et vitrerie,2023-12-18,3,F82B9EAC-D6F0-ED11-8849-000D3ADF74F0
NABERDECO,12114,4334Z,,Travaux de peinture et vitrerie,2023-12-18,4,BE850A49-D8F0-ED11-8849-000D3ADF74F0
AMIZAH,12115,4669C,,Commerce de gros (commerce interentreprises) de fournitures,2023-12-15,0,60F12A3F-D9F0-ED11-8849-000D3ADF74F0
BRILLANTISSIME,12124,,,,2023-06-05,0,6ABF7E50-29F3-ED11-8849-000D3ADF74F0
SERVICES EXPRESS TRANSPORTS,12138,4941A,,Transports routiers de fret interurbains,2024-03-07,3,09AD22CC-86F4-ED11-8849-000D3ADF74F0
JODIE MARY,12139,8891A,,Accueil de jeunes enfants,2023-11-08,9,9CC7FB42-93F4-ED11-8849-000D3ADF74F0
ERBODIS,12144,4711C,,Supérettes,2023-07-21,6,38C091F7-5CF5-ED11-8849-000D3ADF74F0
VEROJO,12154,5630Z,,Débits de boissons,2023-09-28,0,E1CA7679-A1FB-ED11-8849-000D3ADF74F0
THOMAS AUDITION ANJOU,12618,3250A,,Fabrication de matériel médico-chirurgical et dentaire,2023-12-19,0,111BD2F4-FD61-EE11-8DF0-000D3ADF74F0
ANJOU ESSENCES BOIS,12623,4673A,,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,2024-01-09,1,ABF470F6-D162-EE11-8DF0-000D3ADF74F0
HOLDING ATC,12630,6420Z,,Activités des sociétés holding,2023-10-06,0,8556FE59-0964-EE11-8DF0-000D3ADF74F0
MENUISERIES-ESCALIERS-REGIS BERTHELOT,12248,4332A,,Travaux de menuiserie bois et PVC,2023-10-31,8,91F9AEEB-790E-EE11-8F6D-000D3ADF74F0
LES ALBIZIAS,12254,6820B,,"L'acquisition, la construction et la propriété de tous biens immobiliers",2024-06-13,0,0A6875A5-650F-EE11-8F6D-000D3ADF74F0
BOURGOUIN MATHIEU,12265,6820A,,Location de logements,2023-09-20,0,9906249B-D010-EE11-8F6D-000D3ADF74F0
GRAILLOT BOURGOUIN LMNP,12274,6820A,,Location de logements,2023-09-20,0,A31B888E-F613-EE11-8F6D-000D3ADF74F0
VASLET TERRASSEMENT,12279,4312A,,Travaux de terrassement courants et travaux préparatoires,2023-07-10,0,FBAD7BD4-F114-EE11-8F6D-000D3ADF74F0
SCI LIGNE DE VIGNE,12284,6820B,,Location de terrains et d'autres biens immobiliers,2023-07-10,0,748C2A5F-BC15-EE11-8F6D-000D3ADF74F0
STEFANNY,12286,5630Z,,Débits de boissons,2023-07-11,3,DEBDF842-6716-EE11-8F6D-000D3ADF74F0
MAGINOT DOMINIQUE RAYONNAGE M.D.R,12288,4619B,,Autres intermédiaires du commerce en produits divers,2023-11-10,11,BB694FC9-9916-EE11-8F6D-000D3ADF74F0
DUFOURNEAU,12299,7112B,,Etudes techniques assainissement autonome,2023-11-30,0,6B164C84-7E1A-EE11-8F6D-000D3ADF74F0
Holding les 3 M,12303,7010Z,,Activité des sociétés Holding,2024-01-22,0,0AD4002A-271B-EE11-8F6D-000D3ADF74F0
MARIE-THERESE LAMY,12309,9609Z,,Autres services personnels n.c.a.,2023-10-03,0,68580890-F81B-EE11-8F6D-000D3ADF74F0
FIPC FEDERATION DES INSTALLATEURS DE POELES ET DE CHEMINEES,12312,9411Z,,Activités des organisations patronales et consulaires,2023-09-13,1,C41856AD-C11C-EE11-8F6D-000D3ADF74F0
LORYA PC,12156,6820B,,Location de terrains et d'autres biens immobiliers,2024-04-18,0,1970A8A4-B9FE-ED11-8F6E-000D3ADF74F0
FREMEAUX Marc,12199,6820A,,Location de logements,2023-07-13,0,80F3FA40-F205-EE11-8F6E-000D3ADF74F0
FLM,12200,5630Z,,Débits de boissons,2024-01-04,2,48187A2C-F305-EE11-8F6E-000D3ADF74F0
MBM FINITION,12201,4333Z,,TRAVAUX DE REVÊTEMENT DES SOLS ET DES MURS,2023-06-16,17,24B0381A-F405-EE11-8F6E-000D3ADF74F0
BEGOU-AIE,12216,6820B,,LOCATION DE TERRAINS ET D'AUTRES BIENS IMMOBILIERS,2023-07-10,0,537AAA7E-0D09-EE11-8F6E-000D3ADF74F0
FERUDUN ALTIPARMAK,12218,4399C,,Travaux de maçonnerie générale et gros œuvre de bâtiment,2023-09-29,4,FC87A82B-BB09-EE11-8F6E-000D3ADF74F0
DES MORTIERS,12222,6820B,,Location de terrains et d'autres biens immobiliers,2023-07-20,0,6B99B5FD-C609-EE11-8F6E-000D3ADF74F0
DE L'ESPOIR,12223,6820B,,Location de terrains et d'autres biens immobiliers,2023-06-30,0,989721B2-C809-EE11-8F6E-000D3ADF74F0
WAKO FACTORY,12225,5821Z,,Édition de jeux électroniques,2023-07-24,6,9FA71DB5-F609-EE11-8F6E-000D3ADF74F0
RAMA INVEST,12233,6420Z,,Activités des sociétés holding,2023-07-11,0,64B80059-5D0B-EE11-8F6E-000D3ADF74F0
FONTENAY ENERGIES,12234,4321A,,Travaux d'installation électrique dans tous locaux,2023-09-04,7,036FABF7-640B-EE11-8F6E-000D3ADF74F0
ENTREPRISE DAVID,13029,4399C,,Travaux de maçonnerie générale et gros oeuvre de bâtiment,2024-04-18,5,B3088FEB-ABD4-EE11-904D-000D3ADF74F0
BOUET,12958,6820B,,Location de terrains et d'autres biens immobiliers,2024-03-14,0,03A82247-16C4-EE11-9079-000D3ADF74F0
CLOTILDE PERRON,12967,5520Z,,Location de gîtes,2024-02-16,0,A2E59E57-B4C5-EE11-9079-000D3ADF74F0
MARAIS BRUNO,12971,5610A,,Restauration traditionnelle,2024-06-10,2,C50821CC-33C7-EE11-9079-000D3ADF74F0
PERLE MARINE,12973,9602B,,Soins de beauté,2024-02-27,0,D29748BA-51C7-EE11-9079-000D3ADF74F0
NOLAN SOUAKRI,12982,9602A,,Barbier Coiffeur,2024-03-14,0,891DC71A-6ACA-EE11-9079-000D3ADF74F0
NICOLAS DEFEBVRE,12992,6831Z,,Agences immobilières,2024-02-15,0,6AF9ABC4-7BCB-EE11-9079-000D3ADF74F0
CONTANT pierre,13005,8621Z,,Médecin,2024-03-28,0,ABB11FE6-ECCF-EE11-9079-000D3ADF74F0
VALOR TALENT,13011,7810Z,,Cabinet de recrutement ingénierie industrie,2024-03-14,0,487B5DFB-C8D0-EE11-9079-000D3ADF74F0
SICARDI LUCA,11413,1071C,EI,Boulangerie et boulangerie-pâtisserie,2022-11-30,1,4651D6A9-6F5E-ED11-9561-000D3ADF74F0
HENRY Camille,11415,6820A,Entreprise individuelle,Location de logements,2022-12-21,0,43FC174A-675F-ED11-9561-000D3ADF74F0
SIROCCO,11431,9313Z,,Activités des centres de culture physique,2023-03-08,1,1A15EFE2-B169-ED11-9561-000D3ADF74F0
BENCHOUIA MESSAOUD,11433,4721Z,EI,Commerce de détail de fruits et légumes en magasin spécialisé,2022-11-27,0,6B2293BC-BA69-ED11-9561-000D3ADF74F0
Whosound,11435,5920Z,SASU,Enregistrement sonore et édition musicale,2023-09-05,0,C2BAA1EC-3E6A-ED11-9561-000D3ADF74F0
SIGA SIGA,11439,9329Z,SASU,Autres activités récréatives et de loisirs,2023-02-20,0,931F1B12-676A-ED11-9561-000D3ADF74F0
ENDORS TOI RECORDS,11441,5920Z,SAS,Enregistrement sonore et édition musicale,2023-09-05,0,1BBD4C94-6A6A-ED11-9561-000D3ADF74F0
NOVOLIVE,11443,7732Z,SAS,Location et location-bail de machines et équipements pour la construction,2023-02-20,0,81A171AC-816A-ED11-9561-000D3ADF74F0
PRIM,11455,5610C,SARL,Restauration de type rapide,2023-04-11,2,26DB0949-FE6B-ED11-9561-000D3ADF74F0
PROXI-AUTO,11404,4520A,SARL,Entretien et réparation de véhicules automobiles légers,2022-11-21,10,2F55A45C-925A-ED11-9562-000D3ADF74F0
PROXI-AUTO NORT SUR ERDRE,11406,4520A,SARL,Entretien et réparation de véhicules automobiles légers,2022-11-21,5,309EB1D2-925A-ED11-9562-000D3ADF74F0
WEST ID,12350,6202B,,Tierce maintenance de systèmes et d'applications informatiques,2023-08-31,5,AB9BBCDE-0226-EE11-9965-000D3ADF74F0
SPORT INNOV'A,12352,9319Z,,"Activités sportives, récréatives et de loisirs",2024-07-04,0,75722E95-1126-EE11-9965-000D3ADF74F0
MATHIEU PLANCHEZ,12361,6209Z,,Autres activités informatiques,2023-07-27,0,69CCC276-0A27-EE11-9965-000D3ADF74F0
PILGRIM TECHNOLOGY,12319,7120B,,"Analyses, essais et inspections techniques",2023-08-23,16,1273A00C-C81F-EE11-9966-000D3ADF74F0
GAM INVEST,12330,6630Z,,Gestion de fonds,2023-09-04,0,574771D5-BD20-EE11-9966-000D3ADF74F0
FIMMO,12333,6820B,,Location de terrains et d'autres biens immobiliers,2023-09-04,0,9AA3EE3D-C420-EE11-9966-000D3ADF74F0
ROREKA,12335,5911B,,Production de films institutionnels et publicitaires,2023-08-21,0,92C0219D-7421-EE11-9966-000D3ADF74F0
YAQEM PRODUCTIONS,12337,5911A,,Production de films et de programmes pour la télévision,2023-08-21,0,CFD5196E-7821-EE11-9966-000D3ADF74F0
B.A.D. AUDIO,12341,5920Z,,Enregistrement sonore et édition musicale,2023-09-05,0,1A12C759-7D21-EE11-9966-000D3ADF74F0
EXAUDIO,12343,9002Z,,Activités de soutien au spectacle vivant,2023-08-21,0,489AA625-8121-EE11-9966-000D3ADF74F0
GMTA-VIATION FORMATION,12638,8551Z,,Enseignement de disciplines sportives et d'activités de loisirs,2023-11-10,6,7747E039-7E66-EE11-9AE7-000D3ADF74F0
LE CHAPITRE,12647,5630Z,,Bar Restaurant Cave,2023-12-22,3,AE8510C8-1968-EE11-9AE7-000D3ADF74F0
